Código;Descrição;PGV;Empresa;Tipo Marca;Linha Marca;Embalagem;Marca;Vasilhame;Garrrafeira;ICMS;Tipo Roadshow;Peso Bruto Kg;Fator;Fator Hecto;Fator Hecto Comercial;Ind Palmtop;Grupo;Grupo Remuneração;EAN;Tab ICMS;Caixas Pallet;Nr Fator Conversão;Lastro;Fam. Embalagem SIV;Pauta PIS Litro;Pauta COFINS Litro;Caixas Pallet 1;Capacidade 1;Fat Ajust 1;Caixas Pallet 2;Capacidade 2;Fat Ajust 2;Caixas Pallet 3;Capacidade 3;Fat Ajust 3;Ordem de Carga;Estoque Minímo Puxada;Código Produto SAP;Vasilhame Fictício;NCM;Apura Royalties;Tipo Produto Royalties;CEST;EAN Trib;Código Unitário;Descrição unitária;Subtipo
0000002;GAS CARBONICO BRAHMA CILINDRO 1 KG;000299;  ;006 - GASES;009;004 - CILINDRO;00038;101173;000000;60;N  ;0001,000;001;00,000000;00,000000; ;015;008;;001;0168;000,50;;00024;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000039692;000000; 028112100;N;0;0000000;              ;00000002;GAS CARBONICO BRAHMA CILINDRO 1 KG                                ;012
0000003;MIST. SUBST. ODORIF. LIMAO BRAHMA BOMBONA 5L;000034;  ;003 - CONCENTRADO;009;005 - BOMBONA 5L;00041;000000;000000;10;   ;0001,000;001;00,050000;00,050000;N;000;000;;000;0000;000,00;;00023;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 021069010;N;0;0000000;              ;00000003;MIST. SUBST. ODORIF. LIMAO BRAHMA BOMBONA 5L                      ;005
0000008;MIST. SUBST. ODORIF. TUTTI-FRUTTI DINDI BOMBONA 5L;000083;  ;003 - CONCENTRADO;002;005 - BOMBONA 5L;00043;000000;000000;10;   ;0001,000;001;00,050000;00,050000;N;000;000;;000;0000;000,00;;00023;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 021069010;N;0;0000000;              ;00000008;MIST. SUBST. ODORIF. TUTTI-FRUTTI DINDI BOMBONA 5L                ;005
0000009;MIST. SUBST. ODORIF. GUARANA E2 BOMBONA 5L KIT C/2;000091;  ;003 - CONCENTRADO;002;005 - BOMBONA 5L;00044;000000;000000;10;   ;0001,000;001;00,100000;00,200000;N;000;000;;000;0000;000,00;;00023;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 021069010;N;0;0000000;              ;00000009;MIST. SUBST. ODORIF. GUARANA E2 BOMBONA 5L KIT C/2                ;005
0000011;MIST. SUBST. ODORIF. LIMAO SEM MARCA BOMBONA 5L;000117;  ;003 - CONCENTRADO;002;005 - BOMBONA 5L;00046;000000;000000;10;   ;0001,000;001;00,050000;00,050000;N;000;000;;000;0000;000,00;;00023;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 021069010;N;0;0000000;              ;00000011;MIST. SUBST. ODORIF. LIMAO SEM MARCA BOMBONA 5L                   ;005
0000012;BRAHMA CHOPP LATA 250ML BANDEJA C/24 IPTC;038026;  ;001 - CERVEJA;001;003 - LATA 250;00004;000000;000000;10;   ;0009,120;024;00,060000;00,060000;N;000;000;;000;0000;000,00;;00062;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022030000;N;0;0302100;              ;00007002;BRAHMA CHOPP LATA 250ML IPTC                                      ;001
0000013;BRAHMA GUARANA DIET MIX POST-MIX 18L;000133;  ;002 - REFRIGERANTE;009;016 - POST-MIX;00025;052044;000000;10;   ;0026,900;001;00,060000;00,180000;N;000;000;;000;0000;000,00;;00013;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022021000;N;0;0000000;              ;00000013;BRAHMA GUARANA DIET MIX POST-MIX 18L                              ;004
0000014;BRAHMA CHOPP LATA 350ML PLASTISIX BANDEJA C/4;007112;  ;001 - CERVEJA;001;032 - LATA 355;00004;000000;000000;10;   ;0009,020;024;00,084000;00,084000;N;000;000;7891149010561 ;000;0000;000,00;;00005;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022030000;N;0;0302103;7891149010509 ;00007000;BRAHMA CHOPP LATA 350 ML                                          ;001
0000015;MIST. SUBST. ODORIF. MACA BOMBONA 5L;000158;  ;003 - CONCENTRADO;002;005 - BOMBONA 5L;00096;000000;000000;10;   ;0005,300;001;00,050000;00,050000;N;000;000;;000;0000;000,00;;00023;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 021069010;N;0;0000000;              ;00000015;MIST. SUBST. ODORIF. MACA BOMBONA 5L                              ;005
0000016;GAS CARBONICO SKOL CILINDRO 20 KG;000182;  ;006 - GASES;003;004 - CILINDRO;00039;100001;000000;60;   ;0001,000;001;00,000000;00,000000; ;015;008;;001;0000;000,00;;00024;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 028112100;N;0;0000000;              ;00000016;GAS CARBONICO SKOL CILINDRO 20 KG                                 ;012
0000017;GAS CARBONICO SKOL GRANEL;000174;GE;006 - GASES;003;006 - SEM EMBALAGEM;00039;000000;000000;60;   ;0001,000;001;00,000000;00,000000; ;015;001;;001;0000;000,00;;00030;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00170;0000000;000000000;000000; 028112100;N;0;0000000;              ;00000017;GAS CARBONICO SKOL GRANEL                                         ;012
0000018;GAS CARBONICO SKOL CILINDRO 18 KG;000182;  ;006 - GASES;003;004 - CILINDRO;00039;100007;000000;60;N  ;0001,000;001;00,000000;00,000000; ;015;008;7891149101610 ;001;0168;000,50;;00024;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 028112100;N;0;0000000;7891149101610 ;00000018;GAS CARBONICO SKOL CILINDRO 18 KG                                 ;012
0000019;GAS CARBONICO SKOL CILINDRO 25 KG;000182;  ;006 - GASES;003;004 - CILINDRO;00039;100002;000000;60;   ;0001,000;001;00,000000;00,000000; ;015;008;;001;0000;000,00;;00024;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 028112100;N;0;0000000;              ;00000019;GAS CARBONICO SKOL CILINDRO 25 KG                                 ;012
0000020;GAS CARBONICO SKOL CILINDRO 8 KG;000182;  ;006 - GASES;003;004 - CILINDRO;00039;052056;000000;60;   ;0001,000;001;00,000000;00,000000; ;015;008;;001;0000;000,00;;00024;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 028112100;N;0;0000000;              ;00000020;GAS CARBONICO SKOL CILINDRO 8 KG                                  ;012
0000021;GAS CARBONICO SKOL CILINDRO 23 KG;000182;  ;006 - GASES;003;004 - CILINDRO;00039;100611;000000;10;   ;0001,000;001;00,000000;00,000000;N;000;000;;000;0000;000,00;;00024;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 028112100;N;0;0000000;              ;00000021;GAS CARBONICO SKOL CILINDRO 23 KG                                 ;012
0000022;TEEM 284ML;000224;  ;002 - REFRIGERANTE;002;017 - GARRAFA MEIA;00021;101894;031559;60;V  ;0007,800;012;00,034080;00,034080; ;015;008;7892840801632 ;001;0120;000,70;;00002;00000,0000;00000,0000;028;0040;00,700;035;0050;00,700;042;0060;00,700;00000;0000000;000038685;000000; 022021000;S;4;0301100;7892840801632 ;00000022;TEEM 284ML                                                        ;004
0000023;GAS CARBONICO BRAHMA CILINDRO 45 KG;000299;  ;006 - GASES;009;004 - CILINDRO;00038;000000;000000;10;   ;0001,000;001;00,000000;00,000000;N;000;000;;000;0000;000,00;;00024;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 028112100;N;0;0000000;              ;00000023;GAS CARBONICO BRAHMA CILINDRO 45 KG                               ;012
0000024;GAS CARBONICO BRAHMA CILINDRO 6 KG;000299;GE;006 - GASES;009;004 - CILINDRO;00038;052055;000000;60;N  ;0001,000;001;00,000000;00,000000; ;015;008;7891149101610 ;001;0168;000,50;;00024;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00165;0000000;000039694;000000; 028112100;N;0;0000000;7891149101610 ;00000024;GAS CARBONICO BRAHMA CILINDRO 6 KG                                ;012
0000025;GAS CARBONICO BRAHMA POST-MIX CILINDRO 6 KG;000257;  ;006 - GASES;009;004 - CILINDRO;00040;052055;000000;60;   ;0001,000;001;00,000000;00,000000; ;015;008;;001;0000;000,00;;00024;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 028112100;N;0;0000000;              ;00000025;GAS CARBONICO BRAHMA POST-MIX CILINDRO 6 KG                       ;012
0000026;GAS CARBONICO BRAHMA CILINDRO 9 KG;000299;GE;006 - GASES;009;004 - CILINDRO;00038;100006;000000;60;N  ;0001,000;001;00,000000;00,000000; ;015;008;;001;0168;000,50;;00024;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00166;0000000;000039697;000000; 028112100;N;0;0000000;              ;00000026;GAS CARBONICO BRAHMA CILINDRO 9 KG                                ;012
0000027;GAS CARBONICO BRAHMA CILINDRO 2 KG;000299;GE;006 - GASES;009;004 - CILINDRO;00038;100738;000000;10;   ;0001,000;001;00,000000;00,000000; ;036;001;;001;0000;000,00;;00024;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 028112100;N;0;0000000;              ;00000027;GAS CARBONICO BRAHMA CILINDRO 2 KG                                ;012
0000028;GAS CARBONICO BRAHMA CILINDRO 7 KG;000299;GE;006 - GASES;009;004 - CILINDRO;00038;100283;000000;60;N  ;0001,000;001;00,000000;00,000000; ;015;008;;001;0168;000,50;;00024;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000039695;000000; 028112100;N;0;0000000;              ;00000028;GAS CARBONICO BRAHMA CILINDRO 7 KG                                ;012
0000029;GAS CARBONICO BRAHMA CILINDRO 18 KG;000299;GE;006 - GASES;009;004 - CILINDRO;00038;100007;000000;60;   ;0001,000;001;00,000000;00,000000; ;015;008;;001;0000;000,00;;00024;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00167;0000000;000039700;000000; 028112100;N;0;0000000;              ;00000029;GAS CARBONICO BRAHMA CILINDRO 18 KG                               ;012
0000030;GAS CARBONICO SKOL CILINDRO 7 KG;000182;  ;006 - GASES;003;004 - CILINDRO;00039;100283;000000;60;N  ;0001,000;001;00,000000;00,000000; ;015;008;;001;0168;000,50;;00024;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 028112100;N;0;0000000;              ;00000030;GAS CARBONICO SKOL CILINDRO 7 KG                                  ;012
0000031;BRAHMA CHOPP LATA 350ML SIX-PACK BANDEJA C/4 EXPORTACAO;007112;  ;001 - CERVEJA;001;032 - LATA 355;00004;000000;000000;10;   ;0009,020;024;00,084000;00,084000;N;000;000;7891149010561 ;000;0000;000,00;;00005;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022030000;N;0;0302103;7891149010509 ;00007001;BRAHMA CHOPP LATA 350 ML EXPORTACAO                               ;001
0000032;MIST. SUBST. ODORIF. GUARANA E4/FG BOMBONA 5L KIT C/2 EXPORTACAO  ;000331;  ;003 - CONCENTRADO;009;005 - BOMBONA 5L;00047;000000;000000;10;   ;0001,000;001;00,100000;00,100000;N;000;000;;000;0000;000,00;;00023;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 021069010;N;0;0000000;              ;00000032;MIST. SUBST. ODORIF. GUARANA E4/FG BOMBONA 5L KIT C/2 EXPORTACAO  ;005
0000033;MIST. SUBST. ODORIF. GUARANA E4/FG BOMBONA 5L KIT C/2;000331;  ;003 - CONCENTRADO;009;005 - BOMBONA 5L;00047;000000;000000;10;   ;0001,000;001;00,100000;00,100000;N;000;000;;000;0000;000,00;;00023;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 021069010;N;0;0000000;              ;00000033;MIST. SUBST. ODORIF. GUARANA E4/FG BOMBONA 5L KIT C/2             ;005
0000036;BRAHMA CHOPP LATA 350ML TWIN-STACK;007112;  ;001 - CERVEJA;001;032 - LATA 355;00004;000000;000000;10;   ;0008,990;024;00,084000;00,084000;N;000;000;7891149010523 ;000;0000;000,00;;00005;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022030000;N;0;0302103;7891149010509 ;00007000;BRAHMA CHOPP LATA 350 ML                                          ;001
0000039;GELO GRANEL;000398;  ;005 - AGUA;009;006 - SEM EMBALAGEM;00071;000000;000000;10;   ;0000,000;001;00,000000;00,000000;N;000;000;;000;0000;000,00;;00030;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 000000000;N;0;0000000;              ;00000039;GELO GRANEL                                                       ;010
0000040;TEEM MIX POST-MIX 18L;000406;  ;002 - REFRIGERANTE;002;016 - POST-MIX;00021;052044;000000;10;   ;0027,380;001;00,060000;00,180000;N;000;000;;000;0000;000,00;;00013;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 021069010;N;0;0000000;              ;00000040;TEEM MIX POST-MIX 18L                                             ;004
0000041;MIRINDA LARANJA MIX POST-MIX 18L;000414;  ;002 - REFRIGERANTE;002;016 - POST-MIX;00020;052044;000000;10;   ;0027,800;001;00,060000;00,180000;N;000;000;;000;0000;000,00;;00013;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 021069010;N;0;0000000;              ;00000041;MIRINDA LARANJA MIX POST-MIX 18L                                  ;004
0000044;PEPSI COLA MIX POST-MIX 18L;000448;  ;002 - REFRIGERANTE;002;016 - POST-MIX;00019;052044;000000;10;   ;0027,260;001;00,060000;00,180000;N;000;000;;000;0000;000,00;;00013;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022021000;S;4;0301000;              ;00000044;PEPSI COLA MIX POST-MIX 18L                                       ;004
0000046;SUKITA MIX POST-MIX 18L;000463;  ;002 - REFRIGERANTE;009;016 - POST-MIX;00022;052044;000000;10;   ;0001,520;001;00,060000;00,180000;N;000;000;;000;0000;000,00;;00013;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022021000;S;4;0301000;              ;00000046;SUKITA MIX POST-MIX 18L                                           ;004
0000047;LIMAO BRAHMA MIX POST-MIX 18L;000471;  ;002 - REFRIGERANTE;009;016 - POST-MIX;00016;052044;000000;10;   ;0026,730;001;00,060000;00,180000;N;000;000;;000;0000;000,00;;00013;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022021000;N;0;0000000;              ;00000047;LIMAO BRAHMA MIX POST-MIX 18L                                     ;004
0000048;GUARANA BRAHMA MIX POST-MIX 18L;000489;  ;002 - REFRIGERANTE;009;016 - POST-MIX;00015;000000;000000;10;   ;0001,278;001;00,060000;00,180000;N;000;000;;000;0000;000,00;;00013;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022021000;N;0;0000000;              ;00000048;GUARANA BRAHMA MIX POST-MIX 18L                                   ;004
0000049;GAS CARBONICO BRAHMA GRANEL;000497;  ;006 - GASES;009;006 - SEM EMBALAGEM;00038;000000;000000;60;   ;0001,000;001;00,000000;00,000000; ;015;008;;001;0000;000,00;;00030;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 028112100;N;0;0000000;              ;00000049;GAS CARBONICO BRAHMA GRANEL                                       ;012
0000050;GAS CARBONICO BRAHMA POST-MIX CILINDRO 7 KG;000257;  ;006 - GASES;009;004 - CILINDRO;00040;100283;000000;10;   ;0001,000;001;00,000000;00,000000;N;000;000;;000;0000;000,00;;00024;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 028112100;N;0;0000000;              ;00000050;GAS CARBONICO BRAHMA POST-MIX CILINDRO 7 KG                       ;012
0000051;GAS CARBONICO BRAHMA CILINDRO 15 KG;000299;  ;006 - GASES;009;004 - CILINDRO;00038;052057;000000;10;   ;0001,000;001;00,000000;00,000000;N;000;000;;000;0000;000,00;;00024;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000039699;000000; 028112100;N;0;0000000;              ;00000051;GAS CARBONICO BRAHMA CILINDRO 15 KG                               ;012
0000052;GAS CARBONICO BRAHMA CILINDRO 20 KG;000299;  ;006 - GASES;009;004 - CILINDRO;00038;100001;000000;10;N  ;0001,000;001;00,000000;00,000000;N;000;000;7891149101627 ;000;0168;000,50;;00024;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000039701;000000; 028112100;N;0;0000000;7891149101627 ;00000052;GAS CARBONICO BRAHMA CILINDRO 20 KG                               ;012
0000053;GAS CARBONICO BRAHMA CILINDRO 25 KG;000299;  ;006 - GASES;009;004 - CILINDRO;00038;100002;000000;10;N  ;0001,000;001;00,000000;00,000000;N;000;000;;000;0168;000,50;;00024;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000039702;000000; 028112100;N;0;0000000;              ;00000053;GAS CARBONICO BRAHMA CILINDRO 25 KG                               ;012
0000054;GAS CARBONICO BRAHMA CILINDRO 30 KG;000299;  ;006 - GASES;009;004 - CILINDRO;00038;100003;000000;10;   ;0001,000;001;00,000000;00,000000;N;000;000;;000;0000;000,00;;00024;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 028112100;N;0;0000000;              ;00000054;GAS CARBONICO BRAHMA CILINDRO 30 KG                               ;012
0000055;GAS CARBONICO BRAHMA CILINDRO 34 KG;000299;  ;006 - GASES;009;004 - CILINDRO;00038;100612;000000;10;   ;0001,000;001;00,000000;00,000000;N;000;000;;000;0000;000,00;;00024;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 028112100;N;0;0000000;              ;00000055;GAS CARBONICO BRAHMA CILINDRO 34 KG                               ;012
0000056;GAS CARBONICO BRAHMA CILINDRO 23 KG;000299;  ;006 - GASES;009;004 - CILINDRO;00038;100611;000000;10;   ;0001,000;001;00,000000;00,000000;N;000;000;;000;0000;000,00;;00024;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 028112100;N;0;0000000;              ;00000056;GAS CARBONICO BRAHMA CILINDRO 23 KG                               ;012
0000057;GAS CARBONICO SKOL CILINDRO 15 KG;000182;  ;006 - GASES;003;004 - CILINDRO;00039;052057;000000;10;   ;0001,000;001;00,000000;00,000000;N;000;000;;000;0000;000,00;;00024;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 028112100;N;0;0000000;              ;00000057;GAS CARBONICO SKOL CILINDRO 15 KG                                 ;012
0000059;DIET PEPSI COLA POST-MIX 10,5L;067900;  ;002 - REFRIGERANTE;002;016 - POST-MIX;00023;100606;000000;10;   ;0013,360;001;00,060000;00,105000;N;000;000;;000;0000;000,00;;00013;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022030000;N;0;0000000;              ;00000059;DIET PEPSI COLA POST-MIX 10,5L                                    ;004
0000060;GUARANA BRAHMA DIET POST-MIX 10,5L;000604;  ;002 - REFRIGERANTE;009;016 - POST-MIX;00024;000000;000000;10;   ;0014,000;001;00,060000;00,105000;N;000;000;;000;0000;000,00;;00013;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022021000;N;0;0000000;              ;00000060;GUARANA BRAHMA DIET POST-MIX 10,5L                                ;004
0000063;AGUA RAINHA PET 600ML CAIXA C/24;074120;  ;005 - AGUA;007;029 - PET 600;00073;000000;000000;10;   ;0015,280;024;00,144000;00,144000;N;000;000;;000;0000;000,00;;00008;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022011000;N;0;0000000;              ;00000062;AGUA RAINHA PET 600ML                                             ;010
0000065;AGUA RAINHA PET 2L CAIXA C/6;004036;  ;005 - AGUA;007;025 - PET 2;00073;000000;000000;10;   ;0012,400;006;00,120000;00,120000;N;000;000;;000;0000;000,00;;00027;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022011000;N;0;0000000;              ;00000064;AGUA RAINHA PET 2L                                                ;010
0000072;BRAHMA BOCK LATA 350ML PLASTISIX HI-CONE;007161;  ;001 - CERVEJA;001;032 - LATA 355;00007;000000;000000;10;   ;0002,240;006;00,021000;00,021000;N;000;000;7891149080595 ;000;0000;000,00;;00005;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022030060;N;0;0000000;7891149080502 ;00007007;BRAHMA BOCK LATA 350 ML                                           ;001
0000078;SEVEN UP PET 2L CAIXA C/6;000786;GE;002 - REFRIGERANTE;002;025 - PET 2;00118;000000;000000;60;   ;0014,686;006;00,120000;00,120000; ;019;001;7892840802257 ;004;0000;000,00;;00027;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00070;0000000;000000000;000000; 022021000;S;4;0301000;7892840802011 ;00007177;SEVEN UP PET 2L                                                   ;004
0000079;PEPITA GUARANA 10 OZ CAIXA C/ 24;072207;  ;002 - REFRIGERANTE;002;001 - GARRAFA;00126;000000;000000;10;   ;0007,000;024;00,068160;00,070800;N;000;000;;000;0000;000,00;;00002;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022021000;N;0;0000000;              ;00007216;PEPITA GUARANA 10 OZ                                              ;004
0000080;TEEM PET 2L CAIXA C/6;000802;  ;002 - REFRIGERANTE;002;025 - PET 2;00021;000000;000000;10;   ;0012,930;006;00,120000;00,120000;N;000;000;7892840801755 ;000;0000;000,00;Não Cadastrado;00027;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022021000;S;4;0301000;7892840801519 ;00000034;TEEM PET 2L                                                       ;004
0000091;LIMAO BRAHMA POST-MIX 10,5L;000471;  ;002 - REFRIGERANTE;009;016 - POST-MIX;00016;100606;000000;10;   ;0015,620;001;00,060000;00,105000;N;000;000;;000;0000;000,00;;00013;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022021000;N;0;0000000;              ;00000091;LIMAO BRAHMA POST-MIX 10,5L                                       ;004
0000092;SUKITA POST-MIX 10,5L;000463;  ;002 - REFRIGERANTE;009;016 - POST-MIX;00022;100606;000000;10;   ;0001,550;001;00,060000;00,105000;N;000;000;;000;0000;000,00;;00013;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022021000;N;0;0301000;              ;00000092;SUKITA POST-MIX 10,5L                                             ;004
0000093;PEPSI COLA POST-MIX 10,5L;000448;  ;002 - REFRIGERANTE;002;016 - POST-MIX;00019;100606;000000;10;   ;0015,930;001;00,060000;00,105000;N;000;000;;000;0000;000,00;;00013;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 021069010;N;0;0000000;              ;00000093;PEPSI COLA POST-MIX 10,5L                                         ;004
0000094;GUARANA BRAHMA POST-MIX 10,5L;000489;  ;002 - REFRIGERANTE;009;016 - POST-MIX;00015;000000;000000;10;   ;0001,000;001;00,060000;00,105000;N;000;000;;000;0000;000,00;;00013;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022021000;N;0;0000000;              ;00000094;GUARANA BRAHMA POST-MIX 10,5L                                     ;004
0000100;GUARANA DINDI 290ML;001008;  ;002 - REFRIGERANTE;009;017 - GARRAFA MEIA;00062;000000;000000;10;   ;0004,166;012;00,034800;00,034800;N;000;000;;000;0000;000,00;;00002;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022021000;N;0;0000000;              ;00000100;GUARANA DINDI 290ML                                               ;004
0000101;TEEM LATA 350ML BANDEJA C/24;001016;  ;002 - REFRIGERANTE;002;032 - LATA 355;00021;000000;000000;10;   ;0009,290;024;00,084000;00,084000;N;000;000;7892840801717 ;000;0000;000,00;;00005;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022021000;S;4;0301100;7892840801588 ;00000043;TEEM LATA 350 ML                                                  ;004
0000102;SKOL LATA 350ML TWIN-STACK;007088;  ;001 - CERVEJA;003;032 - LATA 355;00008;000000;000000;10;   ;0008,980;024;00,084000;00,084000;N;000;000;7891149200528 ;000;0000;000,00;;00005;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022030000;N;0;0302100;7891149200504 ;00007011;SKOL LATA 350 ML                                                  ;001
0000104;BRAHMA GUARANA 330ML;001040;  ;002 - REFRIGERANTE;009;017 - GARRAFA MEIA;00014;043240;030487;10;   ;0008,638;012;00,039600;00,039600;N;000;000;7891149401307 ;000;0000;000,00;;00002;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022021000;N;0;0000000;7891149401307 ;00000104;BRAHMA GUARANA 330ML                                              ;004
0000107;DIET TEEM PET 2L CAIXA C/6;001073;  ;002 - REFRIGERANTE;002;025 - PET 2;00121;000000;000000;10;   ;0012,420;006;00,120000;00,120000;N;000;000;7892840806743 ;000;0000;000,00;;00027;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022021000;N;0;0000000;7892840806514 ;00000061;DIET TEEM PET 2L                                                  ;004
0000108;GAS CARBONICO BRAHMA CILINDRO 8 KG;000299;  ;006 - GASES;009;004 - CILINDRO;00038;052056;000000;10;   ;0001,000;001;00,000000;00,000000;N;000;000;;000;0000;000,00;;00024;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000039696;000000; 028112100;N;0;0000000;              ;00000108;GAS CARBONICO BRAHMA CILINDRO 8 KG                                ;012
0000110;BRAHMA GUARANA ONE WAY 250ML BANDEJA C/24;001107;  ;002 - REFRIGERANTE;009;021 - ONE-WAY 250;00014;000000;000000;10;   ;0003,100;024;00,060000;00,060000;N;000;000;;000;0000;000,00;;00007;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022021000;N;0;0000000;              ;00007021;BRAHMA GUARANA ONE WAY 250ML                                      ;004
