Código;Descrição;PGV;Empresa;Tipo Marca;Linha Marca;Embalagem;Marca;Vasilhame;Garrrafeira;ICMS;Tipo Roadshow;Peso Bruto Kg;Fator;Fator Hecto;Fator Hecto Comercial;Ind Palmtop;Grupo;Grupo Remuneração;EAN;Tab ICMS;Caixas Pallet;Nr Fator Conversão;Lastro;Fam. Embalagem SIV;Pauta PIS Litro;Pauta COFINS Litro;Caixas Pallet 1;Capacidade 1;Fat Ajust 1;Caixas Pallet 2;Capacidade 2;Fat Ajust 2;Caixas Pallet 3;Capacidade 3;Fat Ajust 3;Ordem de Carga;Estoque Minímo Puxada;Código Produto SAP;Vasilhame Fictício;NCM;Apura Royalties;Tipo Produto Royalties;CEST;EAN Trib;Código Unitário;Descrição unitária;Subtipo
0038113;PORTA GARRAFEIRINHA 10 UN P/12 GFA 300 ML RET;381137;  ;056 - EMBALAGENS E PARTES;329;608 - CESTINHA PLASTICA;11054;000000;000000;60;   ;0005,560;010;00,035000;00,035000;N;000;000;17898931083007;000;0000;000,00;;01358;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;007563044;000000; 039249000; ;0;0000000;7898931083000 ;00038112;PORTA GARRAFEIRINHA 1 UN P/12 GFA 300 ML RET                      ;177
0038115;PORTA GARRAFEIRINHA 10 UN P/18 GFA 300 ML RET;381137;  ;056 - EMBALAGENS E PARTES;329;608 - CESTINHA PLASTICA;11054;000000;000000;60;   ;0003,500;010;00,035000;00,035000;N;000;000;17898931083991;000;0000;000,00;;01358;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;007563045;000000; 039249000; ;0;0000000;7898931083994 ;00038114;PORTA GARRAFEIRINHA 1 UN P/18 GFA 300 ML RET                      ;177
0038117;PLINCAO COSTELA NO BAFO PCT 100G CX C/10;381178;  ;055 - PRODUTOS ALIMENTICIO;843;259 - PACOTE 100G;11055;000000;000000;60;   ;0001,050;010;00,010000;00,010000;N;000;000;27896769802286;000;0000;000,00;;00368;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;007563047;000000; 019041000; ;0;0000000;7896769802282 ;00038116;PLINCAO COSTELA NO BAFO PCT 100G                                  ;190
0038119;PLINCAO BATATA PCT 100G CX C/10;381194;  ;055 - PRODUTOS ALIMENTICIO;843;259 - PACOTE 100G;11056;000000;000000;60;   ;0001,050;010;00,010000;00,010000;N;000;000;27896769801302;000;0000;000,00;;00368;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;007563048;000000; 019041000; ;0;0000000;7896769801308 ;00038118;PLINCAO BATATA PCT 100G                                           ;190
0038121;PLINCAO CEBOLA E SALSA PCT 100G CX C/10;381210;  ;055 - PRODUTOS ALIMENTICIO;843;259 - PACOTE 100G;11057;000000;000000;60;   ;0001,050;010;00,010000;00,010000;N;000;000;27896769801340;000;0000;000,00;;00368;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;007563049;000000; 019041000; ;0;0000000;7896769801346 ;00038120;PLINCAO CEBOLA E SALSA PCT 100G                                   ;190
0038123;PLINCAO CHURRASCO PCT 100G CX C/10;381236;  ;055 - PRODUTOS ALIMENTICIO;843;259 - PACOTE 100G;11058;000000;000000;60;   ;0001,050;010;00,010000;00,010000;N;000;000;27896769801593;000;0000;000,00;;00368;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;007563053;000000; 019041000; ;0;0000000;7896769801599 ;00038122;PLINCAO CHURRASCO PCT 100G                                        ;190
0038125;PLINCAO PRESUNTO PCT 100G CX C/10;381251;  ;055 - PRODUTOS ALIMENTICIO;843;259 - PACOTE 100G;11060;000000;000000;60;   ;0001,050;010;00,010000;00,010000;N;000;000;27896769801746;000;0000;000,00;;00368;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;007563055;000000; 019041000; ;0;0000000;7896769801742 ;00038124;PLINCAO PRESUNTO PCT 100G                                         ;190
0038127;PLINCAO GALINHA CAIPIRA PCT 100G CX C/10;381277;  ;055 - PRODUTOS ALIMENTICIO;843;259 - PACOTE 100G;11059;000000;000000;60;   ;0001,050;010;00,010000;00,010000;N;000;000;27896769801586;000;0000;000,00;;00368;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;007563054;000000; 019041000; ;0;0000000;7896769801582 ;00038126;PLINCAO GALINHA CAIPIRA PCT 100G                                  ;190
0038129;PLINCAO QUEIJO PCT 100G CX C/10;381293;  ;055 - PRODUTOS ALIMENTICIO;843;259 - PACOTE 100G;11061;000000;000000;60;   ;0001,050;010;00,010000;00,010000;N;000;000;27896769801326;000;0000;000,00;;00368;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;007563056;000000; 019041000; ;0;0000000;7896769801322 ;00038128;PLINCAO QUEIJO PCT 100G                                           ;190
0038131;AMAZONIA AGUA MIN S/G GFA PET 350ML CX12;381319;  ;005 - AGUA;844;642 - GFA PET 350ML;11062;000000;000000;60;   ;0004,440;012;00,042000;00,042000;N;000;000;10040232874915;000;0000;000,00;;00773;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;007563060;000000; 022011000; ;0;0000000;0040232874918 ;00038130;AMAZONIA AGUA MIN S/G GFA PET 350ML                               ;035
0038133;AMAZONIA AGUA MIN S/G GARRAFA PET 500MLCX C12;381335;  ;005 - AGUA;844;229 - PET 500ML;11062;000000;000000;60;   ;0006,240;012;00,060000;00,060000;N;000;000;10040232874878;000;0000;000,00;;00409;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;007563068;000000; 022011000; ;0;0000000;0040232874871 ;00038132;AMAZONIA AGUA MIN S/G GARRAFA PET 500ML                           ;035
0038135;AMAZONIA AGUA MIN S/G COPO 200ML CAIXA C/48;381350;  ;005 - AGUA;844;007 - COPO;11062;000000;000000;60;   ;0009,840;048;00,096000;00,096000;N;000;000;10742832755327;000;0000;000,00;;00060;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;007563066;000000; 022011000; ;0;0000000;742832755320  ;00038134;AMAZONIA AGUA MIN S/G COPO 200ML                                  ;035
0038137;AMAZONIA AGUA MIN S/G GFA PET 1,5L FD C/6;381376;  ;005 - AGUA;844;295 - GARRAFA PET 1,5L;11062;000000;000000;60;   ;0009,120;006;00,090000;00,090000;N;000;000;10040232874892;000;0000;000,00;;00418;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;007563067;000000; 022011000; ;0;0000000;0040232874895 ;00038136;AMAZONIA AGUA MIN S/G GFA PET 1,5L                                ;035
0038139;AMAZONIA AGUA MIN PERSONNALITE GFA PET 350ML CX12;381392;  ;005 - AGUA;844;642 - GFA PET 350ML;11063;000000;000000;60;   ;0004,440;012;00,042000;00,042000;N;000;000;17898970018428;000;0000;000,00;;00773;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;007563065;000000; 022011000; ;0;0000000;7898970018421 ;00038138;AMAZONIA AGUA MIN PERSONNALITE GFA PET 350ML                      ;035
0038152;NADIR XICARA C PIRES AMERICANO JOGO CX 12 PCS 90ML;381525;  ;084 - MATERIAIS DE MARKETI;603;712 - XICARA DE VIDRO;11066;000000;000000;60;   ;0002,400;001;00,024000;00,000020;N;000;000;17891155047107;000;0000;000,00;;01359;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;007563100;000000; 070134900; ;0;0000000;17891155047107;00038152;NADIR XICARA C PIRES AMERICANO JOGO CX 12 PCS 90ML                ;340
0038157;NADIR CANECA MULTIUSO AMERICANO JOGO CX 24 PCS 270ML;381574;  ;084 - MATERIAIS DE MARKETI;603;712 - XICARA DE VIDRO;11067;000000;000000;60;   ;0006,300;001;00,063000;00,063000;N;000;000;17891155043840;000;0000;000,00;;01360;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;007563101;000000; 070134900; ;0;0000000;17891155043840;00038157;NADIR CANECA MULTIUSO AMERICANO JOGO CX 24 PCS 270ML              ;340
0038159;STO ANTONIO ERVA MATE PR PURA FOLHA POUCH 500G CX C5;381590;  ;062 - REFRESCOS E OUTRAS B;847;670 - POUCH 500G;11068;000000;000000;60;   ;0002,500;005;00,025000;00,025000;N;000;000;7896476902664 ;000;0000;000,00;;00802;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;007563102;000000; 009030090; ;0;0000000;7896476902626 ;00038158;STO ANTONIO ERVA MATE PR PURA FOLHA POUCH 500G                    ;327
0038161;STO ANTONIO ERVA MATE PR LIMAO POUCH 500G CX C5;381616;  ;062 - REFRESCOS E OUTRAS B;847;670 - POUCH 500G;11069;000000;000000;60;   ;0002,500;005;00,025000;00,025000;N;000;000;7896476903302 ;000;0000;000,00;;00802;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;007563103;000000; 009030090; ;0;0000000;7896476903319 ;00038160;STO ANTONIO ERVA MATE PR LIMAO POUCH 500G                         ;327
0038163;STO ANTONIO ERVA MATE PR MENTA LIMAO POUCH 500G CX C5;381632;  ;062 - REFRESCOS E OUTRAS B;847;670 - POUCH 500G;11070;000000;000000;60;   ;0002,500;005;00,025000;00,025000;N;000;000;7896476903586 ;000;0000;000,00;;00802;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;007563104;000000; 009030090; ;0;0000000;7896476903593 ;00038162;STO ANTONIO ERVA MATE PR MENTA LIMAO POUCH 500G                   ;327
0038166;STO ANTONIO ERVA MATE PR EXTRA FORTE POUCH 500G CX C5;381665;  ;062 - REFRESCOS E OUTRAS B;847;670 - POUCH 500G;11071;000000;000000;60;   ;0002,500;005;00,025000;00,025000;N;000;000;7896476903616 ;000;0000;000,00;;00802;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;007563105;000000; 009030090; ;0;0000000;7896476903623 ;00038165;STO ANTONIO ERVA MATE PR EXTRA FORTE POUCH 500G                   ;327
0038167;STO ANTONIO ERVA MATE PR LIMAO POUCH 500G CX 10;381616;  ;062 - REFRESCOS E OUTRAS B;847;670 - POUCH 500G;11069;000000;000000;60;   ;0005,000;010;00,050000;00,050000;N;000;000;7896476903296 ;000;0000;000,00;;00802;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;007563108;000000; 009030090; ;0;0000000;7896476903319 ;00038160;STO ANTONIO ERVA MATE PR LIMAO POUCH 500G                         ;327
0038169;STO ANTONIO CHA MATE TOSTADO PACOTE 250G CX C10;381699;  ;062 - REFRESCOS E OUTRAS B;847;611 - PACOTE 250G;11072;000000;000000;60;   ;0003,200;010;00,025000;00,025000;N;000;000;7896476901193 ;000;0000;000,00;;00742;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;007563109;000000; 009030090; ;0;0000000;7896476901179 ;00038168;STO ANTONIO CHA MATE TOSTADO PACOTE 250G                          ;327
0038171;STO ANTONIO CHA MATE RICO PACOTE 250G CX C10;381715;  ;062 - REFRESCOS E OUTRAS B;847;611 - PACOTE 250G;11073;000000;000000;60;   ;0003,200;010;00,025000;00,025000;N;000;000;7896476901599 ;000;0000;000,00;;00742;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;007563120;000000; 009030090; ;0;0000000;7896476901605 ;00038170;STO ANTONIO CHA MATE RICO PACOTE 250G                             ;327
0038172;STELLA ARTOIS PURE GOLD ONE WAY 600ML CX C12 NP;381723;  ;001 - CERVEJA;031;068 - ONE-WAY 600;07937;000000;000000;60;   ;0012,900;012;00,072000;00,072000;N;000;000;7891991308762 ;000;0000;000,00;;00223;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000113566;000000; 022030000; ;0;0000000;7891991306393 ;00032460;STELLA ARTOIS PURE GOLD ONE WAY 600ML                             ;001
0038174;PEPSI BLACK LATA 350ML SHRINK C/12 MULTPACK;381749;  ;002 - REFRIGERANTE;002;032 - LATA 355;04774;000000;000000;60;   ;0004,520;012;00,042000;00,042000;N;000;000;7896341100010 ;000;0000;000,00;;00005;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000113597;000000; 022021000; ;0;0000000;7896341100010 ;00038173;PEPSI BLACK LATA 350 ML MULTPACK                                  ;004
0038175;ROLHA MET EXP CHILE CORONA PRO 0,19 CX10,0MIL;381756;  ;018 - ROLHA;021;012 - SACO;11077;000000;000000;60;   ;0022,000;001;00,000000;00,000000;N;000;000;;000;0000;000,00;;00046;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 083091000; ;0;0000000;              ;00038175;ROLHA MET EXP CHILE CORONA PRO 0,19 CX10,0MIL                     ;028
0038177;SANDITOS SALGADINHO PRESUNTO PACOTE 45G CX C32;381772;  ;055 - PRODUTOS ALIMENTICIO;751;336 - PACOTE 45G;10766;000000;000000;60;   ;0002,016;032;00,014400;00,014400;N;000;000;17896225703877;000;0000;000,00;;00461;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;007563137;000000; 019041000; ;0;0000000;17896225703877;00038176;SANDITOS SALGADINHO PRESUNTO PACOTE 45G                           ;190
0038179;SANDITOS SALGADINHO REQUEIJAO PACOTE 45G CX C32;381798;  ;055 - PRODUTOS ALIMENTICIO;751;336 - PACOTE 45G;10765;000000;000000;60;   ;0002,016;032;00,014400;00,014400;N;000;000;17896225703914;000;0000;000,00;;00461;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;007563138;000000; 019041000; ;0;0000000;17896225703914;00038178;SANDITOS SALGADINHO REQUEIJAO PACOTE 45G                          ;190
0038180;TAMPICO REFRESCO FRUTAS CITRICAS GFA PET 3L;386573;  ;062 - REFRESCOS E OUTRAS B;091;183 - PET 3L;11045;000000;000000;60;   ;0003,180;001;00,030000;00,030000;N;000;000;0095188879951 ;000;0000;000,00;;00270;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;007563139;000000; 022021000; ;0;0000000;0095188879951 ;00038180;TAMPICO REFRESCO FRUTAS CITRICAS GFA PET 3L                       ;117
0038181;AMAZONIA AGUA MIN S/G GFA PET 5L;381814;  ;005 - AGUA;844;294 - GARRAFA PET 5L;11062;000000;000000;60;   ;0005,020;001;00,050000;00,050000;N;000;000;0040232892806 ;000;0000;000,00;;00417;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;007563140;000000; 022011000; ;0;0000000;0040232892806 ;00038181;AMAZONIA AGUA MIN S/G GFA PET 5L                                  ;035
0038183;RICCO DOCE PE DE MOCA PCT 55G POTE C20;381830;  ;055 - PRODUTOS ALIMENTICIO;845;556 - PCT 55G;11064;000000;000000;60;   ;0001,200;020;00,011000;00,011000;N;000;000;7898946780017 ;000;0000;000,00;;00684;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;007563141;000000; 017049090; ;0;0000000;7898946780024 ;00038182;RICCO DOCE PE DE MOCA PCT 55G                                     ;312
0038185;RICCO PACOCA RIQUITA ROLHA PCT 15G POTE C50;381855;  ;055 - PRODUTOS ALIMENTICIO;845;976 - PCT 15G;11078;000000;000000;60;   ;0000,900;050;00,007500;00,007500;N;000;000;7898946780567 ;000;0000;000,00;;01155;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;007563142;000000; 017049090; ;0;0000000;7898946780338 ;00038184;RICCO PACOCA RIQUITA ROLHA PCT 15G                                ;312
0038187;RICCO PACOCA CASEIRA CHOCORICCO PACOTE 60G POTE C20;381871;  ;055 - PRODUTOS ALIMENTICIO;845;264 - PACOTE 60G;11080;000000;000000;60;   ;0001,400;020;00,012000;00,012000;N;000;000;7898946780321 ;000;0000;000,00;;01361;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;007563143;000000; 018069000; ;0;0000000;7898946780291 ;00038186;RICCO PACOCA CASEIRA CHOCORICCO PACOTE 60G                        ;312
0038188;RICCO PACOCA RIQUITA ROLHA PCT 15G POTE C100;381855;  ;055 - PRODUTOS ALIMENTICIO;845;976 - PCT 15G;11078;000000;000000;60;   ;0001,800;100;00,015000;00,015000;N;000;000;7898946780345 ;000;0000;000,00;;01155;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;007563144;000000; 017049090; ;0;0000000;7898946780338 ;00038184;RICCO PACOCA RIQUITA ROLHA PCT 15G                                ;312
0038190;RICCO PACOCA RIQUITA RETANGULAR PCT 20G DISPLAY C50;381905;  ;055 - PRODUTOS ALIMENTICIO;845;282 - PACOTE 20G;11081;000000;000000;60;   ;0001,280;050;00,010000;00,010000;N;000;000;7898946780499 ;000;0000;000,00;;00393;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;007563145;000000; 017049090; ;0;0000000;7898946780062 ;00038189;RICCO PACOCA RIQUITA RETANGULAR PCT 20G                           ;312
0038192;RICCO PACOCA TIPO CASEIRA PCT PLAST 50G CX C180;381921;  ;055 - PRODUTOS ALIMENTICIO;845;465 - PCT PLAST 50G;11065;000000;000000;60;   ;0009,660;180;00,090000;00,090000;N;000;000;17898946780885;000;0000;000,00;;00594;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;007563146;000000; 017049090; ;0;0000000;7898946780888 ;00038191;RICCO PACOCA TIPO CASEIRA PCT PLAST 50G                           ;312
0038194;RICCO PACOCA TIPO CASEIRA PCT 90G DP ESPETO C35;381947;  ;055 - PRODUTOS ALIMENTICIO;845;325 - PACOTE 90G;11065;000000;000000;60;   ;0003,500;035;00,031500;00,031500;N;000;000;7898946780826 ;000;0000;000,00;;00451;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;007563147;000000; 017049090; ;0;0000000;7898946780826 ;00038193;RICCO PACOCA TIPO CASEIRA PCT 90G                                 ;312
0038196;GUIMARAES PE DE MOCA C LEITE MOCA PCT 100G CX C25;381962;  ;055 - PRODUTOS ALIMENTICIO;849;259 - PACOTE 100G;11082;000000;000000;60;   ;0002,625;025;00,025000;00,025000;N;000;000;17896775101314;000;0000;000,00;;00368;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;007563148;000000; 017049090; ;0;0000000;7896775101317 ;00038195;GUIMARAES PE DE MOCA C LEITE MOCA PCT 100G                        ;312
0038199;GUIMARAES AMENDOIM CEBOLA E SALSA PACOTE 60G CX C25;381996;  ;055 - PRODUTOS ALIMENTICIO;849;264 - PACOTE 60G;11083;000000;000000;60;   ;0001,550;025;00,015000;00,015000;N;000;000;17896775102069;000;0000;000,00;;01361;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;007563149;000000; 020081100; ;0;0000000;7896775102062 ;00038198;GUIMARAES AMENDOIM CEBOLA E SALSA PACOTE 60G                      ;118
0038200;GUIMARAES AMENDOIM CROCANTE PACOTE 60G CX C25;382002;  ;055 - PRODUTOS ALIMENTICIO;849;264 - PACOTE 60G;11084;000000;000000;60;   ;0001,600;025;00,015000;00,015000;N;000;000;17896775102076;000;0000;000,00;;01361;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;007563150;000000; 020081100; ;0;0000000;7896775102079 ;00038197;GUIMARAES AMENDOIM CROCANTE PACOTE 60G                            ;118
0038202;GUIMARAES AMENDOIM CROC PIMENTA PACOTE 60G CX C25;382028;  ;055 - PRODUTOS ALIMENTICIO;849;264 - PACOTE 60G;11085;000000;000000;60;   ;0001,550;025;00,015000;00,015000;N;000;000;17896775102113;000;0000;000,00;;01361;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;007563151;000000; 020081100; ;0;0000000;7896775102116 ;00038201;GUIMARAES AMENDOIM CROC PIMENTA PACOTE 60G                        ;118
0038204;GUIMARAES AMENDOIM JAPONES PACOTE 60G CX C25;382044;  ;055 - PRODUTOS ALIMENTICIO;849;264 - PACOTE 60G;11086;000000;000000;60;   ;0001,550;025;00,015000;00,015000;N;000;000;17896775101321;000;0000;000,00;;01361;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;007563152;000000; 020081100; ;0;0000000;7896775101324 ;00038203;GUIMARAES AMENDOIM JAPONES PACOTE 60G                             ;118
0038206;GUIMARAES AMENDOIM SALGADO PCT 125G CX C/12;382069;  ;055 - PRODUTOS ALIMENTICIO;849;342 - PACOTE 125G;11087;000000;000000;60;   ;0001,600;012;00,015000;00,015000;N;000;000;17896775178309;000;0000;000,00;;00474;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;007563153;000000; 020081100; ;0;0000000;7896775178302 ;00038205;GUIMARAES AMENDOIM SALGADO PCT 125G                               ;118
0038211;GUIMARAES AMENDOIM DOCE NESQUIK PCT 65G CX C25;382119;  ;055 - PRODUTOS ALIMENTICIO;849;270 - PACOTE 65G;11088;000000;000000;60;   ;0001,700;025;00,016250;00,016250;N;000;000;17896775100034;000;0000;000,00;;00378;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;007563154;000000; 020081100; ;0;0000000;7896775100037 ;00038210;GUIMARAES AMENDOIM DOCE NESQUIK PCT 65G                           ;118
0038214;GUIMARAES PACOQUIINHA ROLHA NESQUIK PCT PLAST 91G CX C16;382143;  ;055 - PRODUTOS ALIMENTICIO;849;446 - PCT PLAST 91G;11090;000000;000000;60;   ;0001,500;016;00,014560;00,014560;N;000;000;17896775102397;000;0000;000,00;;01352;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;007563155;000000; 017049090; ;0;0000000;7896775102390 ;00038213;GUIMARAES PACOQUIINHA ROLHA NESQUIK PCT PLAST 91G                 ;312
0038217;CORONA EXTRA N LT SLEEK 350ML C8 CX CARTAO NPAL EXPORTACAO URUGUAI;206516;  ;001 - CERVEJA;056;187 - LATA SLEEK 350ML;04383;000000;000000;60;   ;0003,000;008;00,028000;00,028000;N;000;000;7891991308786 ;000;0000;000,00;;00274;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000113653;000000; 022030000; ;0;0302103;7891991308779 ;00038215;CORONA EXTRA N LT SLEEK 350ML EXPORTACAO URUGUAI                  ;001
0038218;GUIMARAES PACOQUINHA TRAD RET PCT 18G DISPLAY C60;382184;  ;055 - PRODUTOS ALIMENTICIO;849;856 - PCT 18G;11091;000000;000000;60;   ;0001,140;060;00,010800;00,010800;N;000;000;7896775101829 ;000;0000;000,00;;01001;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;007563156;000000; 017049090; ;0;0000000;7896775100624 ;00038216;GUIMARAES PACOQUINHA TRAD RET PCT 18G                             ;312
0038220;GUIMARAES PE DE MOCA C LEITE MOCA PCT 25G DISPLAY C24;382200;  ;055 - PRODUTOS ALIMENTICIO;849;280 - PACOTE 25G;11082;000000;000000;60;   ;0000,624;024;00,006000;00,006000;N;000;000;7896775101621 ;000;0000;000,00;;00389;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;007563157;000000; 017049090; ;0;0000000;7896775100334 ;00038219;GUIMARAES PE DE MOCA C LEITE MOCA PCT 25G                         ;312
0038223;BANHO A BANHO DES ROLL BAB UL CARE FEM FRASCO PLAST 50ML CX2;382234;  ;090 - OUTROS PRODUTOS MARK;850;485 - FRASCO PLAST 50ML;11092;000000;000000;60;   ;0001,860;024;00,012000;00,012000;N;000;000;17896098908843;000;0000;000,00;;00615;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;007563159;000000; 033072010; ;0;0000000;7896098908846 ;00038222;BANHO A BANHO DES ROLL BAB UL CARE FEM FRASCO PLAST 50ML          ;221
0038225;BANHO A BANHO DES ROL B POWER DRY MASC FRASCO PLAST 50ML CX24;382259;  ;090 - OUTROS PRODUTOS MARK;850;485 - FRASCO PLAST 50ML;11093;000000;000000;60;   ;0001,860;024;00,012000;00,012000;N;000;000;17896098908874;000;0000;000,00;;00615;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;007563160;000000; 033072010; ;0;0000000;7896098908877 ;00038224;BANHO A BANHO DES ROL B POWER DRY MASC FRASCO PLAST 50ML          ;221
0038235;YPE MULTIUSO CLASSICO FRASCO PL 500ML CX12 LEVE 500 PAGUE 450ML   ;317917;  ;090 - OUTROS PRODUTOS MARK;598;832 - FRASCO PLAST 500ML;07758;000000;000000;60;   ;0006,860;012;00,060000;00,060000;N;000;000;27896098900172;000;0000;000,00;;00977;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;007563165;000000; 034025000; ;0;2806300;7896098900994 ;00038234;YPE MULTIUSO CLASSICO FRASCO PLAST 500ML LEVE 500 PAGUE 450ML     ;288
0038237;YPE MULTIUSO FLORAL SENSES FRASCO PLAST 500ML CX/12;382374;  ;090 - OUTROS PRODUTOS MARK;598;832 - FRASCO PLAST 500ML;11098;000000;000000;60;   ;0006,820;012;00,060000;00,060000;N;000;000;17896098904425;000;0000;000,00;;00977;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;007563166;000000; 034025000; ;0;0000000;7896098904428 ;00038236;YPE MULTIUSO FLORAL SENSES FRASCO PLAST 500ML                     ;288
0038239;YPE LAVA LOUCAS LIQUIDO NEUTRO FRASCO PL 500ML CX6 GRATIS 1 ESPONJ;323550;  ;090 - OUTROS PRODUTOS MARK;598;832 - FRASCO PLAST 500ML;07751;000000;000000;60;   ;0003,300;006;00,030000;00,030000;N;000;000;7896098900208 ;000;0000;000,00;;00977;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;007563169;000000; 034025000; ;0;0000000;7896098900208 ;00038238;YPE LAVA LOUCAS LIQUIDO NEUTRO FRASCO PLAST 500ML GRATIS 1 E      ;287
0038240;STELLA ARTOIS PURE GOLD LT 473ML CX CART C12 EXP COREIA;324731;  ;001 - CERVEJA;031;038 - LATA 473;07937;000000;000000;60;   ;0005,980;012;00,056760;00,056760;N;000;000;7891991306447 ;000;0000;000,00;;00029;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000113809;000000; 022030000; ;0;0000000;7891991306430 ;00038221;STELLA ARTOIS PURE GOLD LATA 473ML EXP COREIA                     ;001
0038241;ABSOLUT TABASCO MINIATURA GARRAFA VIDRO 50ML;382416;  ;046 - VODKA;164;842 - GARRAFA VIDRO 50ML;11099;000000;000000;60;   ;0000,108;001;00,000500;00,000500;N;000;000;7312040553303 ;000;0000;000,00;;00987;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;007563174;000000; 022086000; ;0;0000000;7312040553303 ;00038241;ABSOLUT TABASCO MINIATURA GARRAFA VIDRO 50ML                      ;085
